Issue id,Summary,Status,Priority,Resolution,Description
221362,BUG: `Move line down` command doesnt preserve indentation,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> Version: 1.91.0 Commit: ea1445cc7016315d0f5728f8e8b12a45dc0a7286 Steps to Reproduce: 1. Put TS code ```ts import { bla } from 'bla'; ``` 2. Being on first line use command `Move line down`, move `imp"
221359,HoverWidget - codicons are not vertically aligned,,,completed,"Steps to Reproduce: 1. Open a folder/workspace that contains a git repository 2. Open a file, make some changes, and create a commit 3. In the Source Control view hover over a particular commit in the incoming/outgoing section (notice that the codicons are not aligned) ![Image](https://github.com/user-attachments/assets/2bd7b8f8-ad40-414d-bb46-77745716f01b)"
221358,undo not working in settings search input when i paste some text,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.91 - OS Version: win10 and macos Steps to Reproduce: 1. ctrl v to paste some text in search input 2. the first ctrl z not working and try to again. it's ok! ![image](https://g"
221356,Search/find gets stuck when changing tabs,,,completed,"Type: <b>Bug</b> Search/find toolbar gets stuck, cannot be removed nor focused - when using keyboard shortuct it doesn't get focused as well. ![image](https://github.com/microsoft/vscode/assets/470003/8a378878-64ef-464a-8dea-cae78e4219ed) VS Code version: Code - Insiders 1.92.0-insider (8703a11164db333db471576d38ddc143d6ad7ead, 2024-07-10T08:26:11.347Z) OS version: Windows_NT x64 10.0.26100 Modes: Remote OS version: Linux x64 5.15.146.1-microsoft-standard-WSL2 Remote OS version: Linux x64 5.15.146.1-microsoft-standard-WSL2 <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|AMD Ryzen 7 5800X 8-Core Processor (16 x 3800)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off| |Load (avg)|undefined| |Memory (System)|31.92GB (11.24GB free)| |Process Argv|| |Screen Reader|no"
221348,Terminal content is showing at fixed height after word wrap using Alt + z,,,completed,"Type: <b>Bug</b> step 1 - Run any command or project whose lines does'nt fit in single line step 2 - Your terminal can be full sized or small size does'nt matter step 3- Presss Alt + z to wrap line in terminal Step 4 - Resize your terminal window Example - If initially terminal window height is 100px from the bottom then word wrap using Alt + z and after that increase or discrease the size of terminal window. You will find that content is still showing in 100px of height VS Code version: Code 1.91.0 (ea1445cc7016315d0f5728f8e8b12a45dc0a7286, 2024-07-01T18:52:41.959Z) OS version: Linux x64 5.15.0-113-generic Modes: <!-- generated by issue reporter -->"
221340,Close group tabs button includes the active tab in the close action,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.91.0 - Validation: ea1445cc7016315d0f5728f8e8b12a45dc0a7286 - Date: 2024-07-01T18:53:23.353Z - Electron: 29.4.0 - ElectronBuildId: 9728852 - Chromium: 122.0.6261.156 - Node.js"
221335,Action button in quick input menu is not aligned,,,completed,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes/No <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.91.0 - OS Version: MacOS Sonoma 14.5 Steps to Reproduce: 1. `Ctrl+R` 2. Hover the action button 3. See everything disaligned <img width=""46"" alt=""Screenshot 2024-07-10 at 09 4"
221331,Incorrect coloring of text in a selected disabled extenstion within extensions view,,,completed,Repro: 1. Set theme to Light+ 2. Open extensions view and select a disabled extension - :bug: background is blue and text is in grey which makes it unreadable ![Image](https://github.com/user-attachments/assets/1b907e4b-afd1-4a4a-9275-e623f2b030ad) ![Image](https://github.com/user-attachments/assets/d7510bbb-c5ef-4b13-841d-dc57af3f84b6)
221299,TypeScript support on vscode.dev is broken,,,completed,1. Open https://vscode.dev/github/microsoft/vscode-vsce 2. Open any TS file ``` ERR [Extension Host] Error processing request. Could not read file outside of project root /vscode-vfs/github/microsoft/node_modules/@typescript/lib-es5 Error: Could not read file outside of project root /vscode-vfs/github/microsoft/node_modules/@typescript/lib-es5 at e.PathMapper.toResource (https://main.vscode-cdn.net/stable/ea1445cc7016315d0f5728f8e8b12a45dc0a7286/extensions/typescript-language-features/dist/browser/typescript/tsserver.web.js:7:2562875) at Object.y [as realpath] (https://main.vscode-cdn.net/stable/ea1445cc7016315d0f5728f8e8b12a45dc0a7286/extensions/typescript-language-features/dist/browser/typescript/tsserver.web.js:7:2568764) at https://main.vscode-cdn.net/stable/ea1445cc7016315d0f5728f8e8b12a45dc0a7286/extensions/typescript-language-features/dist/browser/typescript/tsserver.web.js:7:1399888 at $ (https://main.vscode-cdn.net/stable/ea1445cc7016315d0f5728f8e8b12a45dc0a7286/extensions/typescript-language-features/dist/browser/typescript/tsserver.web.js:7:1400319) at P (https://main.vscode-cdn.net/stable/ea1445cc7016315d0f5728f8e8b12a45dc0a7286/extensions/typescript-language-features/d
221292,"Opening terminal from ""Source Control Repositories"" is different than opening terminal from ""Source Control""",,,,"Type: <b>Bug</b> In the ""Source Control Repositories"" view, if you have several repos selected, and then right click on one of them and choose ""Open in Integrated Terminal"", it will open the terminal in the directory for the first selected repo regardless of which repo you right clicked on. However if you right click on a repo under ""Source Control"" then it will open the terminal correctly. VS Code version: Code 1.90.2 (5437499feb04f7a586f677b155b039bc2b3669eb, 2024-06-18T22:33:48.698Z) OS version: Linux x64 6.6.15-2rodete2-amd64 Modes: Remote OS version: Linux x64 6.6.15-2rodete2-amd64 <details> <summary>System Info</summary> |Item|Value| |---|---| |CPUs|Intel(R) Xeon(R) Gold 6154 CPU @ 3.00GHz (72 x 1200)| |GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: disabled_software<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: disabled_off| |Load (avg)|1, 1, 1| |Memory (Sy"
221281,SCM - history graph is not rendering correctly,,,completed,Notice the white hair lines between the list rows: ![Image](https://github.com/user-attachments/assets/230fb022-e340-48cf-a980-d3a94c3f902c) It turns out that if the IconLabel has a description the height of the row is `22.5px` instead of `22px`.
221264,Background colour contributions for some `testing` UI elements do not have any effect,,,,"It looks like the background-related colour contribution points for `testing` UI elements do not have any effect. I tested the following ones: ``` testing.message.error.lineBackground testing.messagePeekHeaderBackground ``` and I assume `testing.message.info.lineBackground` will also not work. <!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported "
221147,allow focusing chat response list via keyboard for terminal chat,,,,"> @meganrogge @Tyriar I can't remember what terminal chat looked like in March, do you still want this disabled? I think we probably want it enabled in all chat widgets now: https://github.com/microsoft/vscode/issues/208927 _Originally posted by @roblourens in [#218088](https://github.com/microsoft/vscode/issues/218088#issuecomment-2197419000)_"
221137,Open File via a shortcut in diff editor opens files in read only in some cases,,,,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ --> <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ --> <!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions --> <!-- 🔎 Search existing issues to avoid creating duplicates. --> <!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ --> <!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. --> <!-- 🔧 Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Yes <!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. --> <!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. --> - VS Code Version: 1.91.0 - OS Version: Windows 10 10.0.19045 Build 19045 ### Steps to Reproduce: 1. Have outgoing changes in your source control view. 2. Click on a file that has changes in a commit"
220271,Web extension debug just hangs,,,completed,Steps to Reproduce: 1. install latest `yo` and `generator-code` 2. run `yo code` and pick the option to do a web extension 3. open it in VS Code insiders 4. build it 5. hit F5 => 🐛 it just hangs ![Image](https://github.com/user-attachments/assets/60d6a952-de10-4182-aed8-f0605d5fef31)
